id,genre,nom_commun,nom_latin,cultivar_ou_espece,famille,categorie,exposition_soleil,exposition_mi_ombre,exposition_ombre,plante_peu_courante,sol_sec,sol_frais,sol_humide,sol_lourd,sol_leger,sol_draine,sol_calcaire,sol_acide,sol_riche,sol_pauvre,besoin_eau,hauteur_min_cm,hauteur_max_cm,largeur_min_cm,largeur_max_cm,floraison_debut,floraison_fin,couleur_fleur,couleur_feuillage,couleur_blanc,couleur_jaune,couleur_orange,couleur_rouge,couleur_rose,couleur_violet,couleur_bleu,couleur_vert,couleur_pourpre,couleur_creme,couleur_argente,palette_couleur,usage_massif,usage_bordure,usage_rocaille,usage_bassin,usage_pot,usage_couvre_sol,usage_bouquet,plantation_methode,entretien,remarques,rusticite_min_C,zone_rusticite,feuillage_type,distance_plantation_cm,toxicite,attire_pollinisateurs,niveau_donnees,source_page,source_photo,source_enrichissement,statut_validation,lot_integration
215,Corydalis,Corydale jaune,Corydalis lutea,lutea,Papavéracées,vivace,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,20,30,,,mai,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,0,0,1,0,0,0,0,,,,,,,,,,livre_complet,102,,,à_vérifier_depuis_photo,lot_6_pages_98_118
216,Corydalis,Corydale,Corydalis ochroleuca,ochroleuca,Papavéracées,vivace,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,20,30,,,mai,septembre,blanc crème,,1,0,0,0,0,0,0,0,0,1,0,neutre,0,0,1,0,0,0,0,,,,,,,,,,livre_complet,102,,,à_vérifier_depuis_photo,lot_6_pages_98_118
217,Corydalis,Corydale,Corydalis solida,solida,Papavéracées,vivace bulbeuse,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,15,20,,,mars,avril,"rose, violet, blanc",,1,0,0,0,1,1,0,0,0,0,0,chaude|froide|neutre,0,0,0,0,0,0,0,,,,,,caduc,,,,livre_complet,102,,déduit du livre (catégorie bulbeuse/tubéreuse),à_vérifier_depuis_photo,lot_6_pages_98_118
218,Corydalis,Corydale bleue,Corydalis flexuosa,flexuosa,Papavéracées,vivace,0,1,1,0,0,1,0,0,0,0,0,0,1,0,,20,30,,,mai,juillet,bleu,,0,0,0,0,0,0,1,0,0,0,0,froide,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,102,,,à_vérifier_depuis_photo,lot_6_pages_98_118
219,Cosmos,Cosmos chocolat,Cosmos atrosanguineus,atrosanguineus,Astéracées,vivace peu rustique,1,0,0,0,0,0,0,0,0,1,0,0,1,0,,50,70,,,juillet,octobre,rouge brun foncé,,0,0,0,1,0,0,0,0,0,0,0,chaude,1,0,0,0,1,0,0,,,,-5,,,,,,livre_complet,103,,déduit du livre (mention climat doux ou peu rustique),à_vérifier_depuis_photo,lot_6_pages_98_118
220,Cotula,Cotule,Cotula coronopifolia,coronopifolia,Astéracées,vivace,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,20,30,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,0,1,0,1,0,0,0,,,,,,,,,,livre_complet,103,,,à_vérifier_depuis_photo,lot_6_pages_98_118
221,Cotula,Cotule,Cotula hispida,hispida,Astéracées,couvre-sol,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,10,,,juin,août,jaune,gris argenté,0,1,0,0,0,0,0,0,0,0,1,chaude|froide,0,0,1,0,0,1,0,,,,,,,,,,livre_complet,103,,,à_vérifier_depuis_photo,lot_6_pages_98_118
222,Crambe,Crambe,Crambe cordifolia,cordifolia,Brassicacées,vivace,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,150,200,,,mai,juin,blanc,,1,0,0,0,0,0,0,0,0,0,0,neutre,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,103,,,à_vérifier_depuis_photo,lot_6_pages_98_118
223,Crambe,Crambé maritime,Crambe maritima,maritima,Brassicacées,vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,50,70,,,mai,juin,blanc,bleuté,1,0,0,0,0,0,1,0,0,0,1,froide|neutre,1,0,1,0,0,0,0,,,,,,,,,,livre_complet,103,,,à_vérifier_depuis_photo,lot_6_pages_98_118
224,Crassula,Crassule,Crassula sedifolia,sedifolia,Crassulacées,succulente vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,5,10,,,juin,juillet,blanc,,1,0,0,0,0,0,0,0,0,0,0,neutre,0,0,1,0,1,0,0,,,,,,,,,,livre_complet,103,,,à_vérifier_depuis_photo,lot_6_pages_98_118
225,Crocosmia,Montbrétia,Crocosmia masoniorum,masoniorum,Iridacées,vivace bulbeuse,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,80,100,,,juillet,août,orange rouge,,0,1,1,1,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,1,,,,,,caduc,,,,livre_complet,104,,déduit du livre (catégorie bulbeuse/tubéreuse),à_vérifier_depuis_photo,lot_6_pages_98_118
226,Crocosmia,Montbrétia,Crocosmia hybrides,"hybrides: James Coey, Solfatare",Iridacées,vivace bulbeuse,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,60,100,,,juillet,septembre,"jaune, orange, rouge",,0,1,1,1,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,1,,,,,,caduc,,,,livre_complet,104,,déduit du livre (catégorie bulbeuse/tubéreuse),à_vérifier_depuis_photo,lot_6_pages_98_118
227,Crocosmia,Montbrétia,Crocosmia hybrides,Emberglow,Iridacées,vivace cultivar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,80,,,juillet,septembre,rouge orangé,,0,1,1,1,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,1,,,,,,,,,,livre_complet,104,,,à_vérifier_depuis_photo,lot_6_pages_98_118
228,Crocosmia,Montbrétia,Crocosmia hybrides,Emily McKenzie,Iridacées,vivace cultivar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,80,,,juillet,septembre,orange à cœur rouge,,0,1,1,1,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,104,,,à_vérifier_depuis_photo,lot_6_pages_98_118
229,Crocosmia,Montbrétia,Crocosmia hybrides,Fire Bird,Iridacées,vivace cultivar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,80,,,juillet,septembre,rouge feu,,0,0,0,1,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,104,,,à_vérifier_depuis_photo,lot_6_pages_98_118
230,Crocosmia,Montbrétia,Crocosmia hybrides,Lucifer,Iridacées,vivace cultivar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,100,120,,,juillet,août,rouge,,0,0,0,1,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,1,,,,,,,,,,livre_complet,104,,,à_vérifier_depuis_photo,lot_6_pages_98_118
231,Crocosmia,Montbrétia,Crocosmia hybrides,Norwich Canary,Iridacées,vivace cultivar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,80,,,juillet,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,104,,,à_vérifier_depuis_photo,lot_6_pages_98_118
232,Cyclamen,Cyclamen,Cyclamen coum,coum,Primulacées,vivace tubéreuse,0,1,1,0,0,1,0,0,0,0,0,0,1,0,,10,15,,,janvier,mars,"rose, blanc",,1,0,0,0,1,0,0,0,0,0,0,chaude|neutre,0,0,0,0,0,1,0,,,,,,caduc,,,,livre_complet,105,,déduit du livre (catégorie bulbeuse/tubéreuse),à_vérifier_depuis_photo,lot_6_pages_98_118
233,Cyclamen,Cyclamen de Naples,Cyclamen hederifolium,hederifolium,Primulacées,vivace tubéreuse,0,1,1,0,0,1,0,0,0,0,0,0,1,0,,10,20,,,août,octobre,"rose, blanc",,1,0,0,0,1,0,0,0,0,0,0,chaude|neutre,0,0,0,0,0,1,0,,,,,,caduc,,,,livre_complet,105,,déduit du livre (catégorie bulbeuse/tubéreuse),à_vérifier_depuis_photo,lot_6_pages_98_118
234,Cyclamen,Cyclamen d’Europe,Cyclamen purpurascens,purpurascens,Primulacées,vivace tubéreuse,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,10,15,,,juillet,septembre,rose pourpré,,0,0,0,0,1,0,0,0,0,0,0,chaude,0,0,0,0,0,0,0,,,,,,caduc,,,,livre_complet,105,,déduit du livre (catégorie bulbeuse/tubéreuse),à_vérifier_depuis_photo,lot_6_pages_98_118
235,Cymbalaria,Ruine de Rome,Cymbalaria muralis,muralis,Scrophulariacées,vivace tapissante,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,5,10,,,avril,septembre,violet lilacé,,0,0,0,0,0,1,0,0,0,0,0,froide,0,0,1,0,0,0,0,,,,,,,,,,livre_complet,105,,,à_vérifier_depuis_photo,lot_6_pages_98_118
236,Cynoglossum,Cynoglosse,Cynoglossum nervosum,nervosum,Boraginacées,vivace,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,40,60,,,juin,août,bleu,,0,0,0,0,0,0,1,0,0,0,0,froide,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,106,,,à_vérifier_depuis_photo,lot_6_pages_98_118
237,Darmera,Darmera,Darmera peltata,peltata,Saxifragacées,vivace,0,1,0,0,0,0,1,0,0,0,0,0,1,0,,80,120,,,avril,mai,rose,,0,0,0,0,1,0,0,0,0,0,0,chaude,1,0,0,1,0,0,0,,,,,,,,,,livre_complet,106,,,à_vérifier_depuis_photo,lot_6_pages_98_118
238,Delosperma,Pourpier vivace,Delosperma aberdeenense,aberdeenense,Aizoacées,succulente vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,5,10,,,juin,septembre,rose,,0,0,0,0,1,0,0,0,0,0,0,chaude,0,0,1,0,1,0,0,,,,,,,,,,livre_complet,106,,,à_vérifier_depuis_photo,lot_6_pages_98_118
239,Delosperma,Pourpier vivace,Delosperma cooperi,cooperi,Aizoacées,succulente vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,10,15,,,juin,septembre,rose violet,,0,0,0,0,1,1,0,0,0,0,0,chaude|froide,0,0,1,0,0,1,0,,,,,,,,,,livre_complet,106,,,à_vérifier_depuis_photo,lot_6_pages_98_118
240,Delosperma,Pourpier vivace,Delosperma lineare,lineare,Aizoacées,succulente vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,5,10,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,0,0,1,0,0,1,0,,,,,,,,,,livre_complet,106,,,à_vérifier_depuis_photo,lot_6_pages_98_118
241,Delphinium,Pied-d’alouette,Delphinium belladonna group,"Casa Blanca, Cliveden Beauty, Lamartine, Moerheimii",Renonculacées,vivace,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,80,120,,,juin,septembre,"blanc, bleu clair, bleu, violet",,1,0,0,0,0,1,1,0,0,0,0,froide|neutre,1,0,0,0,0,0,1,,,,,,,,,,livre_complet,107,,,à_vérifier_depuis_photo,lot_6_pages_98_118
242,Delphinium,Pied-d’alouette,Delphinium grandiflorum,"Blue Butterfly, Tom Pouce",Renonculacées,vivace,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,30,60,,,juin,août,bleu,,0,0,0,0,0,0,1,0,0,0,0,froide,1,1,0,0,0,0,0,,,,,,,,,,livre_complet,107,,,à_vérifier_depuis_photo,lot_6_pages_98_118
243,Delphinium,Pied-d’alouette,Delphinium hybrides,"Astolat, Black Knight, Blue Bird",Renonculacées,vivace,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,120,180,,,juin,juillet,"rose, violet, bleu",,0,0,0,0,1,1,1,0,0,0,0,chaude|froide,1,0,0,0,0,0,1,,,,,,,,,,livre_complet,108,,,à_vérifier_depuis_photo,lot_6_pages_98_118
244,Delphinium,Pied-d’alouette,Delphinium New Century hybrids,New Century hybrids,Renonculacées,vivace hybride,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,120,180,,,juin,juillet,"bleu, violet, rose, blanc",,1,0,0,0,1,1,1,0,0,0,0,chaude|froide|neutre,1,0,0,0,0,0,1,,,,,,,,,,livre_complet,108,,,à_vérifier_depuis_photo,lot_6_pages_98_118
245,Delphinium,Pied-d’alouette rouge,Delphinium nudicaule,nudicaule,Renonculacées,vivace,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,30,60,,,juin,août,rouge orangé,,0,1,1,1,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,108,,,à_vérifier_depuis_photo,lot_6_pages_98_118
